0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,5.700000000000000000e+01,5.798979591836734926e+01,5.682378921717941012e+01,5.700000000000000000e+01,5.699481537683358567e+01,5.600000000000000000e+01,5.600000000000000000e+01,0.000000000000000000e+00
1.223750000000000000e+02,1.230000000000000000e+02,1.250000000000000000e+02,1.250000000000000000e+02,1.250000000000000000e+02,1.250000000000000000e+02,1.250000000000000000e+02,1.243750000000000000e+02,1.243750000000000000e+02,1.243750000000000000e+02,0.000000000000000000e+00
1.910000000000000000e+02,1.915000000000000000e+02,1.913750000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00
2.567500000000000000e+02,2.567500000000000000e+02,2.580000000000000000e+02,2.586250000000000000e+02,2.585000000000000000e+02,2.585000000000000000e+02,2.590000000000000000e+02,2.590000000000000000e+02,2.590000000000000000e+02,2.590000000000000000e+02,0.000000000000000000e+00
3.235000000000000000e+02,3.233750000000000000e+02,3.240000000000000000e+02,3.240000000000000000e+02,3.246250000000000000e+02,3.250000000000000000e+02,3.250000000000000000e+02,0.000000000000000000e+00,3.250000000000000000e+02,3.250000000000000000e+02,0.000000000000000000e+00
3.883750000000000000e+02,3.885000000000000000e+02,3.890000000000000000e+02,3.893750000000000000e+02,3.900000000000000000e+02,3.905000000000000000e+02,3.910000000000000000e+02,3.910000000000000000e+02,3.910000000000000000e+02,3.910000000000000000e+02,0.000000000000000000e+00
4.540000000000000000e+02,4.543750000000000000e+02,4.543750000000000000e+02,4.550000000000000000e+02,4.556079545454545610e+02,4.550000000000000000e+02,4.550075757575757507e+02,4.560000000000000000e+02,4.560000000000000000e+02,4.560000000000000000e+02,0.000000000000000000e+00
5.190000000000000000e+02,5.200000000000000000e+02,5.200000000000000000e+02,5.200000000000000000e+02,5.200000000000000000e+02,5.205000000000000000e+02,5.210000000000000000e+02,5.210000000000000000e+02,5.210000000000000000e+02,5.210000000000000000e+02,0.000000000000000000e+00
5.843750000000000000e+02,5.843750000000000000e+02,5.850000000000000000e+02,5.850000000000000000e+02,5.855000000000000000e+02,0.000000000000000000e+00,5.855000000000000000e+02,5.860000000000000000e+02,5.860000000000000000e+02,5.860000000000000000e+02,5.860000000000000000e+02
6.490000000000000000e+02,6.490000000000000000e+02,6.490000000000000000e+02,6.495000000000000000e+02,0.000000000000000000e+00,6.500000000000000000e+02,6.500000000000000000e+02,6.510000000000000000e+02,6.510000000000000000e+02,6.510000000000000000e+02,6.510000000000000000e+02
7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.140000000000000000e+02,7.145000000000000000e+02,7.145000000000000000e+02,7.150000000000000000e+02,7.150000000000000000e+02,7.150000000000000000e+02,7.157500000000000000e+02,0.000000000000000000e+00
7.780000000000000000e+02,7.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.790000000000000000e+02,7.790000000000000000e+02,7.790000000000000000e+02,7.795000000000000000e+02,7.800000000000000000e+02,7.800000000000000000e+02,7.800000000000000000e+02
8.429124087591239913e+02,8.419635036496350722e+02,0.000000000000000000e+00,8.430000000000000000e+02,8.430000000000000000e+02,8.430000000000000000e+02,8.435000000000000000e+02,8.435000000000000000e+02,8.445000000000000000e+02,8.445000000000000000e+02,8.450000000000000000e+02
9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.075000000000000000e+02,9.075000000000000000e+02,9.080000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,9.710000000000000000e+02,9.710000000000000000e+02,9.710000000000000000e+02,9.710000000000000000e+02,9.715000000000000000e+02,9.725000000000000000e+02,9.725000000000000000e+02,9.727500000000000000e+02,9.740000000000000000e+02,9.740000000000000000e+02
1.036000000000000000e+03,1.036000000000000000e+03,1.036000000000000000e+03,1.036000000000000000e+03,1.036000000000000000e+03,1.036625000000000000e+03,1.036500000000000000e+03,1.037500000000000000e+03,1.037500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.101500000000000000e+03,1.101625000000000000e+03,1.101000000000000000e+03,1.101000000000000000e+03,0.000000000000000000e+00,1.102000000000000000e+03,1.102500000000000000e+03,1.103000000000000000e+03,1.102959390862944019e+03,1.103949238578680252e+03,1.104954314720812135e+03
1.166500000000000000e+03,1.167000000000000000e+03,1.167000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.167000000000000000e+03,0.000000000000000000e+00,1.168500000000000000e+03,1.168500000000000000e+03,0.000000000000000000e+00
